
1609568937778,1818,CosmosDB Performance Test,200,OK,Users1 1-1,text,true,,450,217,1,1,http://localhost:9090/create/database,1813,0,27
1609568956894,1413,CosmosDB Performance Test,200,OK,Users1 1-1,text,true,,686,218,1,1,http://localhost:9090/create/container,1410,0,31
1609569324317,1999,CosmosDB Performance Test,200,OK,Users1 1-1,text,true,,450,217,2,2,http://localhost:9090/create/database,1996,0,24
1609569325459,1540,CosmosDB Performance Test,200,OK,Users1 1-2,text,true,,450,217,2,2,http://localhost:9090/create/database,1540,0,1
1609569326706,497,CosmosDB Performance Test,200,OK,Users1 1-3,text,true,,450,217,1,1,http://localhost:9090/create/database,497,0,2
1609569327958,371,CosmosDB Performance Test,200,OK,Users1 1-4,text,true,,450,217,1,1,http://localhost:9090/create/database,370,0,2
1609569346718,1202,CosmosDB Performance Test,200,OK,Users1 1-2,text,true,,686,218,2,2,http://localhost:9090/create/container,1198,0,1
1609569345598,2815,CosmosDB Performance Test,200,OK,Users1 1-1,text,true,,686,218,2,2,http://localhost:9090/create/container,2815,0,25
1609569347960,865,CosmosDB Performance Test,200,OK,Users1 1-3,text,true,,686,218,1,1,http://localhost:9090/create/container,865,0,1
1609569349210,830,CosmosDB Performance Test,200,OK,Users1 1-4,text,true,,686,218,1,1,http://localhost:9090/create/container,830,0,2
1609569460718,462,CosmosDB Performance Test,200,OK,Users1 1-1,text,true,,451,217,1,1,http://localhost:9090/create/database,455,0,26
1609569461856,426,CosmosDB Performance Test,200,OK,Users1 1-2,text,true,,451,217,1,1,http://localhost:9090/create/database,426,0,2
1609569463097,413,CosmosDB Performance Test,200,OK,Users1 1-3,text,true,,451,217,1,1,http://localhost:9090/create/database,413,0,1
1609569464344,396,CosmosDB Performance Test,200,OK,Users1 1-4,text,true,,451,217,1,1,http://localhost:9090/create/database,395,0,1
1609569471978,968,CosmosDB Performance Test,200,OK,Users1 1-1,text,true,,686,218,1,1,http://localhost:9090/create/container,963,0,25
1609569473117,844,CosmosDB Performance Test,200,OK,Users1 1-2,text,true,,686,218,1,1,http://localhost:9090/create/container,844,0,2
1609569474362,823,CosmosDB Performance Test,200,OK,Users1 1-3,text,true,,686,218,1,1,http://localhost:9090/create/container,823,0,1
1609569475613,907,CosmosDB Performance Test,200,OK,Users1 1-4,text,true,,686,218,1,1,http://localhost:9090/create/container,907,0,2
1609569821140,1853,CosmosDB Performance Test,200,OK,Users1 1-1,text,true,,451,217,2,2,http://localhost:9090/create/database,1850,0,33
1609569822260,1476,CosmosDB Performance Test,200,OK,Users1 1-2,text,true,,451,217,2,2,http://localhost:9090/create/database,1476,0,2
1609569823500,453,CosmosDB Performance Test,200,OK,Users1 1-3,text,true,,451,217,1,1,http://localhost:9090/create/database,453,0,2
1609569824747,754,CosmosDB Performance Test,200,OK,Users1 1-4,text,true,,451,217,1,1,http://localhost:9090/create/database,754,0,1
1609569832942,1359,CosmosDB Performance Test,200,OK,Users1 1-1,text,true,,686,218,2,2,http://localhost:9090/create/container,1354,0,33
1609569834063,1159,CosmosDB Performance Test,200,OK,Users1 1-2,text,true,,686,218,1,1,http://localhost:9090/create/container,1159,0,2
1609569835314,804,CosmosDB Performance Test,200,OK,Users1 1-3,text,true,,686,218,1,1,http://localhost:9090/create/container,804,0,2
1609569836548,835,CosmosDB Performance Test,200,OK,Users1 1-4,text,true,,686,218,1,1,http://localhost:9090/create/container,834,0,1
1609570304106,1846,CosmosDB Performance Test,200,OK,Users1 1-1,text,true,,451,217,2,2,http://localhost:9090/create/database,1844,0,33
1609570305218,1500,CosmosDB Performance Test,200,OK,Users1 1-2,text,true,,451,217,2,2,http://localhost:9090/create/database,1500,0,2
1609570306466,333,CosmosDB Performance Test,200,OK,Users1 1-3,text,true,,451,217,1,1,http://localhost:9090/create/database,333,0,2
1609570307718,332,CosmosDB Performance Test,200,OK,Users1 1-4,text,true,,451,217,1,1,http://localhost:9090/create/database,332,0,2
1609570315574,853,CosmosDB Performance Test,200,OK,Users1 1-1,text,true,,686,218,1,1,http://localhost:9090/create/container,846,0,33
1609570316674,893,CosmosDB Performance Test,200,OK,Users1 1-2,text,true,,686,218,1,1,http://localhost:9090/create/container,893,0,1
1609570317925,870,CosmosDB Performance Test,200,OK,Users1 1-3,text,true,,686,218,1,1,http://localhost:9090/create/container,870,0,2
1609570319167,847,CosmosDB Performance Test,200,OK,Users1 1-4,text,true,,686,218,1,1,http://localhost:9090/create/container,847,0,2
